,Unnamed: 0,Sender,Child,UMID,Text,Recipient,Type,Likes,Gender,Age,Media,BMI,mean_BMI,tokens,triples,low,stop,punctuation,stem,stem_string,foods,drinks,restaurants,supermarkets,related,slang,brands,diet,meals,Dmeals,Media_0.0,Media_1.0,Media_2.0,words,words_no,word_string,count,length,nutriscores,nutriscore_mean
16,548,3410302344,2344.0,32173,De pizza??????,,group,5,1,10,2.0,,16,"['De', 'pizza']","['De', 'pizza']","['de', 'pizza']",['pizza'],['pizza'],['pizza'],pizza,0,0,0,0,0,0,0,0,1,0,0,0,1,['pizza'],1,pizza,6,1,[3],3.0
19,698,3410302351,2351.0,31553,Pizza,,group,0,0,11,0.0,,16,['Pizza'],['Pizza'],['pizza'],['pizza'],['pizza'],['pizza'],pizza,0,0,0,0,0,0,0,0,1,0,1,0,0,['pizza'],1,pizza,1,1,[3],3.0
20,764,3410302352,2352.0,32167,Het was leuk vandaag lekker een milkshake en met vrienden klooien ??,,group,2,1,10,0.0,,17,"['Het', 'was', 'leuk', 'vandaag', 'lekker', 'een', 'milkshake', 'en', 'met', 'vrienden', 'klooien']","['Het', 'was', 'leuk', 'vandaag', 'lekker', 'een', 'milkshake', 'en', 'met', 'vrienden', 'klooien']","['het', 'was', 'leuk', 'vandaag', 'lekker', 'een', 'milkshake', 'en', 'met', 'vrienden', 'klooien']","['leuk', 'vandaag', 'lekker', 'milkshake', 'vrienden', 'klooien']","['leuk', 'vandaag', 'lekker', 'milkshake', 'vrienden', 'klooien']","['leuk', 'vandag', 'lekker', 'milkshak', 'vriend', 'klooi']","leuk,vandag,lekker,milkshak,vriend,klooi",0,1,0,0,0,0,0,0,1,0,1,0,0,['milkshak'],1,milkshak,1,6,[2.6],2.6
21,853,3410304875,4875.0,32024,Haaaaaaaam kaaaaas op een tostiiii mmmm lekkerrr in je gezicht smeren verbrand gezicht oeps.....????,,group,0,1,10,0.0,,18,"['Haaaaaaaam', 'kaaaaas', 'op', 'een', 'tostiiii', 'mmmm', 'lekkerrr', 'in', 'je', 'gezicht', 'smeren', 'verbrand', 'gezicht', 'oeps']","['Haam', 'kaas', 'op', 'een', 'tostii', 'mm', 'lekkerr', 'in', 'je', 'gezicht', 'smeren', 'verbrand', 'gezicht', 'oeps']","['haam', 'kaas', 'op', 'een', 'tostii', 'mm', 'lekkerr', 'in', 'je', 'gezicht', 'smeren', 'verbrand', 'gezicht', 'oeps']","['haam', 'kaas', 'tostii', 'mm', 'lekkerr', 'gezicht', 'smeren', 'verbrand', 'gezicht', 'oeps']","['haam', 'kaas', 'tostii', 'mm', 'lekkerr', 'gezicht', 'smeren', 'verbrand', 'gezicht', 'oeps']","['ham', 'kas', 'tostii', 'mm', 'lekkerr', 'gezicht', 'smer', 'verbrand', 'gezicht', 'oep']","ham,kas,tostii,mm,lekkerr,gezicht,smer,verbrand,gezicht,oep",2,0,0,0,0,0,0,0,0,0,1,0,0,"['ham', 'kas']",2,"ham,kas",2,10,"[2.2, 4]",3.1
22,861,3410304875,4875.0,32040,Hammmmmm kaaaaaaasssss op een tossssssstiiiiiiiiiii,,group,3,1,10,2.0,,18,"['Hammmmmm', 'kaaaaaaasssss', 'op', 'een', 'tossssssstiiiiiiiiiii']","['Hamm', 'kaass', 'op', 'een', 'tosstii']","['hamm', 'kaass', 'op', 'een', 'tosstii']","['hamm', 'kaass', 'tosstii']","['hamm', 'kaass', 'tosstii']","['hamm', 'kas', 'tosstii']","hamm,kas,tosstii",1,0,0,0,0,0,0,0,0,0,0,0,1,['kas'],1,kas,2,3,[4],4.0
25,2995,3008201670,1670.0,34007,Ik heb nu zin in een tosti,,group,1,1,11,0.0,,18,"['Ik', 'heb', 'nu', 'zin', 'in', 'een', 'tosti']","['Ik', 'heb', 'nu', 'zin', 'in', 'een', 'tosti']","['ik', 'heb', 'nu', 'zin', 'in', 'een', 'tosti']","['zin', 'tosti']","['zin', 'tosti']","['zin', 'tosti']","zin,tosti",1,0,0,0,0,0,0,0,0,0,1,0,0,['tosti'],1,tosti,1,2,[4],4.0
26,3086,3008201675,1675.0,42984,Wat eten jullie ik patat nou vooral broodje gezond,,group,1,1,10,0.0,,17,"['Wat', 'eten', 'jullie', 'ik', 'patat', 'nou', 'vooral', 'broodje', 'gezond']","['Wat', 'eten', 'jullie', 'ik', 'patat', 'nou', 'vooral', 'broodje', 'gezond']","['wat', 'eten', 'jullie', 'ik', 'patat', 'nou', 'vooral', 'broodje', 'gezond']","['eten', 'jullie', 'patat', 'nou', 'vooral', 'broodje', 'gezond']","['eten', 'jullie', 'patat', 'nou', 'vooral', 'broodje', 'gezond']","['eten', 'jullie', 'patat', 'nou', 'vooral', 'broodj', 'gezond']","eten,jullie,patat,nou,vooral,broodj,gezond",1,0,0,0,2,0,0,0,0,2,1,0,0,"['patat', 'eten', 'gezond', 'broodj']",4,"patat,eten,gezond,broodj",2,7,"[4, 2]",3.0
28,5023,3008301676,1676.0,33729,Jam,3008301668.0,my,0,0,11,2.0,,17,['Jam'],['Jam'],['jam'],['jam'],['jam'],['jam'],jam,1,0,0,0,0,0,0,0,0,0,0,0,1,['jam'],1,jam,1,1,[4],4.0
29,5178,3008301684,1684.0,34755,Zinin taart,,group,1,1,11,0.0,,16,"['Zinin', 'taart']","['Zinin', 'taart']","['zinin', 'taart']","['zinin', 'taart']","['zinin', 'taart']","['zinin', 'taart']","zinin,taart",1,0,0,0,0,0,0,0,0,1,1,0,0,['taart'],1,taart,4,2,[4],4.0
35,5334,3008301688,1688.0,34756,Ik wil taart,,group,0,1,12,0.0,,15,"['Ik', 'wil', 'taart']","['Ik', 'wil', 'taart']","['ik', 'wil', 'taart']",['taart'],['taart'],['taart'],taart,1,0,0,0,0,0,0,0,0,1,1,0,0,['taart'],1,taart,1,1,[4],4.0
39,5445,3008301691,1691.0,33877,Ik ga vanavond friet eten,,group,2,0,11,2.0,,18,"['Ik', 'ga', 'vanavond', 'friet', 'eten']","['Ik', 'ga', 'vanavond', 'friet', 'eten']","['ik', 'ga', 'vanavond', 'friet', 'eten']","['ga', 'vanavond', 'friet', 'eten']","['ga', 'vanavond', 'friet', 'eten']","['ga', 'vanavond', 'friet', 'eten']","ga,vanavond,friet,eten",1,0,0,0,1,0,0,0,0,0,0,0,1,"['eten', 'friet']",2,"eten,friet",2,4,[4],4.0
40,5547,3008301693,1693.0,33823,Bdnkt Sam?? Nu heb ik weer zin in pizza??,,group,0,1,11,0.0,,16,"['Bdnkt', 'Sam', 'Nu', 'heb', 'ik', 'weer', 'zin', 'in', 'pizza']","['Bdnkt', 'Sam', 'Nu', 'heb', 'ik', 'weer', 'zin', 'in', 'pizza']","['bdnkt', 'sam', 'nu', 'heb', 'ik', 'weer', 'zin', 'in', 'pizza']","['bdnkt', 'sam', 'weer', 'zin', 'pizza']","['bdnkt', 'sam', 'weer', 'zin', 'pizza']","['bdnkt', 'sam', 'wer', 'zin', 'pizza']","bdnkt,sam,wer,zin,pizza",0,0,0,0,0,0,0,0,1,0,1,0,0,['pizza'],1,pizza,2,5,[3],3.0
50,7928,4013503259,3259.0,37112,Simon wil een kapsalon!!,,group,0,0,10,0.0,,15,"['Simon', 'wil', 'een', 'kapsalon']","['Simon', 'wil', 'een', 'kapsalon']","['simon', 'wil', 'een', 'kapsalon']","['simon', 'kapsalon']","['simon', 'kapsalon']","['simon', 'kapsalon']","simon,kapsalon",0,0,0,0,0,0,0,0,0,1,1,0,0,['kapsalon'],1,kapsalon,3,2,[3.5],3.5
53,8004,4013504881,4881.0,39245,Kaas,,group,1,0,10,1.0,,15,['Kaas'],['Kaas'],['kaas'],['kaas'],['kaas'],['kas'],kas,1,0,0,0,0,0,0,0,0,0,0,1,0,['kas'],1,kas,4,1,[4],4.0
54,8005,4013504881,4881.0,39253,Ja kaas,4013503176.0,my,0,0,10,0.0,,15,"['Ja', 'kaas']","['Ja', 'kaas']","['ja', 'kaas']",['kaas'],['kaas'],['kas'],kas,1,0,0,0,0,0,0,0,0,0,1,0,0,['kas'],1,kas,4,1,[4],4.0
55,8008,4013504881,4881.0,39260,Kass,4013503177.0,my,0,0,10,0.0,,15,['Kass'],['Kass'],['kass'],['kass'],['kass'],['kas'],kas,1,0,0,0,0,0,0,0,0,0,1,0,0,['kas'],1,kas,4,1,[4],4.0
