,Text,Topic,Rating,Likes,Food,Broad Filter,Media,Age,Gender,food,supermarkets,related,drinks,slang,diet,meals,Dmeals,words_no,Polarity,restaurants,brands,Media_0,Media_1,Media_2,topic_no
16,De pizza??????,2: Wat eet ik: Foods,3.0,5,['pizza'],['pizza'],2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2
17,Dit is groente patat het is fies,3: Eet smakelijk,2.5,3,"['patat', 'groent']","['groent', 'patat', 'fies']",2.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3
18,Is het eten lekker allemaal,1: Eten,,0,['eten'],"['eten', 'lekker', 'allemal']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,1
19,Pizza,2: Wat eet ik: Foods,3.0,0,['pizza'],['pizza'],0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2
20,Het was leuk vandaag lekker een milkshake en met vrienden klooien ??,6: Eating plans / Tafel,2.6,2,['milkshak'],"['leuk', 'vandag', 'lekker', 'milkshak', 'vriend', 'klooi']",0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,6
21,Haaaaaaaam kaaaaas op een tostiiii mmmm lekkerrr in je gezicht smeren verbrand gezicht oeps.....????,"8: Food, ijs, diverse",3.1,0,"['ham', 'kas']","['ham', 'kas', 'tostii', 'mm', 'lekkerr', 'gezicht', 'smer', 'verbrand', 'gezicht', 'oep']",0.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,8
22,Hammmmmm kaaaaaaasssss op een tossssssstiiiiiiiiiii,7: Dutch meals,4.0,3,['kas'],"['hamm', 'kas', 'tosstii']",2.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7
23,Lekker in de lidl,1: Eten,,0,['lidl'],"['lekker', 'lidl']",0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,1
24,Eetsmakelijk,Other,,0,['eetsmak'],['eetsmak'],0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12
25,Ik heb nu zin in een tosti,2: Wat eet ik: Foods,4.0,1,['tosti'],"['zin', 'tosti']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2
26,Wat eten jullie ik patat nou vooral broodje gezond,1: Eten,3.0,1,"['patat', 'eten', 'gezond', 'broodj']","['eten', 'jullie', 'patat', 'nou', 'vooral', 'broodj', 'gezond']",0.0,10.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.5,0.0,0.0,1.0,0.0,0.0,1
27,Waarom eten,1: Eten,,1,['eten'],"['waarom', 'eten']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
28,Jam,3: Eet smakelijk,4.0,0,['jam'],['jam'],2.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3
29,Zinin taart,1: Eten,4.0,1,['taart'],"['zinin', 'taart']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
30,Eet smakelijk,2: Wat eet ik: Foods,,3,"['smakelijk', 'eet']","['eet', 'smakelijk']",2.0,11.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,0.0,0.0,1.0,2
31,Nog steeds honger,5: Drink / Mjamm,,1,['honger'],"['sted', 'honger']",2.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5
32,Mmmmmm jummie,2: Wat eet ik: Foods,,0,['jummie'],"['mmm', 'jummie']",0.0,11.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2
33,Eten??,1: Eten,,3,['eten'],['eten'],2.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
34,Eten lekker,1: Eten,,0,['eten'],"['eten', 'lekker']",0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,1
35,Ik wil taart,2: Wat eet ik: Foods,4.0,0,['taart'],['taart'],0.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2
36,Yummy like als j er zin in hebt,2: Wat eet ik: Foods,,4,['yummy'],"['yummy', 'lik', 'zin', 'hebt']",2.0,12.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2
37,Eten!,1: Eten,,2,['eten'],['eten'],2.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
38,Tasty,Other,,4,['tasty'],['tasty'],2.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12
39,Ik ga vanavond friet eten,1: Eten,4.0,2,"['eten', 'friet']","['ga', 'vanavond', 'friet', 'eten']",2.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40,Bdnkt Sam?? Nu heb ik weer zin in pizza??,2: Wat eet ik: Foods,3.0,0,['pizza'],"['bdnkt', 'sam', 'wer', 'zin', 'pizza']",0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2
41,HIER KRIJG IK ZO'N HONGER VAN!!!????,5: Drink / Mjamm,,0,['honger'],"['krijg', 'honger']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
42,Ben ik aan het eten,1: Eten,,2,['eten'],['eten'],2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
43,Mjam,2: Wat eet ik: Foods,,1,['mjam'],['mjam'],0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2
44,Dit ben ik aan het eten,1: Eten,,0,['eten'],['eten'],2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
45,Eet jij dit ofzo,2: Wat eet ik: Foods,,0,['eet'],"['eet', 'jij', 'ofzo']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2
46,Een kilo kaas een kilo worst een kilo groente een kilo fruit en dan nu bestellen,"8: Food, ijs, diverse",2.425,0,"['fruit', 'worst', 'kas', 'groent']","['kilo', 'kas', 'kilo', 'worst', 'kilo', 'groent', 'kilo', 'fruit', 'bestell']",0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,8
47,Goede morgen ik had dit als ontbijt,1: Eten,,2,['ontbijt'],"['goed', 'morg', 'ontbijt']",2.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,1.0,1
48,Ik krijg echt honger van die plaatjes ????????????????????????????????????????????,5: Drink / Mjamm,,1,['honger'],"['krijg', 'echt', 'honger', 'plaatjes']",2.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,1.0,5
49,Die is bes wel dk,6: Eating plans / Tafel,1.0,0,['bes'],"['bes', 'wel', 'dk']",1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6
50,Simon wil een kapsalon!!,Other,3.5,0,['kapsalon'],"['simon', 'kapsalon']",0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12
51,Mjam snotjes,2: Wat eet ik: Foods,,1,"['mjam,', 'mjam']","['mjam', 'snotjes']",1.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2
52,Dit ga ik eten,1: Eten,,2,['eten'],"['ga', 'eten']",2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
53,Kaas,Other,4.0,1,['kas'],['kas'],1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12
54,Ja kaas,Other,4.0,0,['kas'],['kas'],0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12
55,Kass,Other,4.0,0,['kas'],['kas'],0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12
56,Pindakaas ,Other,3.8,0,['pindakas'],['pindakas'],0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12
57,"Ik ga naar een restaurant. Genaamt: Bonte koe. Als toetje kan je een wafel nemen met chocolade saus, slagroom, arbeien en poedersuiler. Mmmmmn?????????????????????????? ",10: Diverse / long2,4.1,2,"['saus', 'wafel', 'restaurant', 'chocolad', 'slagrom', 'toetj']","['ga', 'restaurant', 'genaamt', 'bont', 'koe', 'toetj', 'wafel', 'nem', 'chocolad', 'saus', 'slagrom', 'arbei', 'poedersuiler', 'mmmn']",0.0,10.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,-0.6499999999999999,0.0,0.0,1.0,0.0,0.0,10
58,Ik heb je boteram gepakt en het mes en de pindakaas staan klaar,7: Dutch meals,3.8,0,['pindakas'],"['boteram', 'gepakt', 'mes', 'pindakas', 'stan', 'klar']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3666666666666667,0.0,0.0,1.0,0.0,0.0,7
59,Eten,1: Eten,,0,['eten'],['eten'],0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
60,Moet eten doei!!!!!,1: Eten,,1,['eten'],"['eten', 'doei']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
61,Lekker smikkelen hoor,2: Wat eet ik: Foods,,0,['smikkel'],"['lekker', 'smikkel', 'hor']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,2
62,Smakelijk eten ,1: Eten,,4,"['eten', 'smakelijk']","['smakelijk', 'eten']",2.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,0.0,0.0,1.0,1
63,En ze doneren kapot veel,4: Honger,2.0,0,['doner'],"['doner', 'kapot']",0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.35,0.0,0.0,1.0,0.0,0.0,4
64,Nog wat grappen uit ge haalt hoe noem banaan die jouw plaagt een banananana,Other,2.0,0,['banan'],"['grapp', 'haalt', 'noem', 'banan', 'jouw', 'plaagt', 'banananana']",0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12
65,Ben aan hwt eten,1: Eten,,0,['eten'],"['hwt', 'eten']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
66,Dont sap juju on that leid ,Other,5.0,0,['sap'],"['dont', 'sap', 'juju', 'on', 'that', 'leid']",0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12
67,Hoi ken meneer blauwe kreeft,"8: Food, ijs, diverse",1.0,0,['kreeft'],"['hoi', 'ken', 'mener', 'blauw', 'kreeft']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8
68,Ik Beth Hallo haal haal haal hal Karl Jaap Jaap Jaap Jaap wijn Shop egaal oorden kap Ursel kassa wil Karim local lozen idool alle RMS Els werk Jarno bank katoen xl zo XP XP p von,Other,,0,['wijn'],"['beth', 'hallo', 'hal', 'hal', 'hal', 'hal', 'karl', 'jap', 'jap', 'jap', 'jap', 'wijn', 'shop', 'egal', 'oord', 'kap', 'ursel', 'kassa', 'karim', 'local', 'loz', 'idol', 'all', 'rms', 'els', 'werk', 'jarno', 'bank', 'katoen', 'xl', 'xp', 'xp', 'von']",0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12
69,Hoi smakelijk tot zo ,2: Wat eet ik: Foods,,0,['smakelijk'],"['hoi', 'smakelijk']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,1.0,0.0,0.0,2
70,Hallo jumbo??????,5: Drink / Mjamm,,0,['jumbo'],"['hallo', 'jumbo']",0.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
71,Lekker pizza ,2: Wat eet ik: Foods,3.0,0,['pizza'],"['lekker', 'pizza']",0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,2
72,Lekker pizza eten,1: Eten,3.0,0,"['pizza', 'eten']","['lekker', 'pizza', 'eten']",2.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.6,0.0,0.0,0.0,0.0,1.0,1
73,Lekker eten ahah,1: Eten,,0,['eten'],"['lekker', 'eten', 'ahah']",2.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,1.0,1
74,Gaan op die banaan sem ahah,Other,2.0,0,['banan'],"['gan', 'banan', 'sem', 'ahah']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12
75,Hallo albert heijn,Other,,2,['heijn'],"['hallo', 'albert', 'heijn']",0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12
76,En aldi en emte,7: Dutch meals,,0,['aldi'],"['aldi', 'emt']",0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7
77,En dan moet ik nog eten,1: Eten,,0,['eten'],['eten'],0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
78,Kaas vlinder,2: Wat eet ik: Foods,4.0,1,['kas'],"['kas', 'vlinder']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2
79,Sappige banaan,Other,2.0,0,['banan'],"['sappig', 'banan']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15000000000000002,0.0,0.0,1.0,0.0,0.0,12
80,Hallo jumbo,5: Drink / Mjamm,,0,['jumbo'],"['hallo', 'jumbo']",0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
81,Ik ga lekker donut en tompouce eten omdat het gister valentijn was en ik nog wat had overgehouden,3: Eet smakelijk,4.1,0,"['donut', 'eten', 'tompouc']","['ga', 'lekker', 'donut', 'tompouc', 'eten', 'gister', 'valentijn', 'overgehoud']",0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.6,0.0,0.0,1.0,0.0,0.0,3
82,Hey roj eet smakkelijk,2: Wat eet ik: Foods,,0,['eet'],"['hey', 'roj', 'eet', 'smakkelijk']",0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2
83,Wij friet,3: Eet smakelijk,4.0,0,['friet'],"['wij', 'friet']",0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
84,Ik kan smorgens niet eten,1: Eten,,0,['eten'],"['smorgen', 'eten']",0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
85,Ik bak er echt niets van,5: Drink / Mjamm,,0,['bak'],"['bak', 'echt']",1.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,1.0,0.0,5
86,Owen eet jij niks,2: Wat eet ik: Foods,,2,['eet'],"['owen', 'eet', 'jij', 'nik']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2
87,Wa eten julliw?,1: Eten,,0,['eten'],"['wa', 'eten', 'julliw']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
88,Wat eten jullie?,1: Eten,,1,['eten'],"['eten', 'jullie']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
89,Wat eet jij?,2: Wat eet ik: Foods,,0,['eet'],"['eet', 'jij']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2
90,Vies fruit hebben we,3: Eet smakelijk,1.5,2,['fruit'],"['vies', 'fruit', 'we']",2.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.75,0.0,0.0,0.0,0.0,1.0,3
91,Wij eten soort van friet maar groter en sla en kippenbout,3: Eet smakelijk,4.0,3,"['eten', 'friet']","['wij', 'eten', 'soort', 'friet', 'groter', 'sla', 'kippenbout']",2.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3
92,Smakelijk eten iedereen tot morgen ,2: Wat eet ik: Foods,,6,"['eten', 'smakelijk']","['smakelijk', 'eten', 'iederen', 'morg']",2.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,0.0,0.0,1.0,2
93,Like iedereen op de hamburger ,Other,3.5,2,['hamburger'],"['lik', 'iederen', 'hamburger']",0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12
94,"Hihi, die vis??????",Other,1.0,0,['vis'],"['hihi', 'vis']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12
