,Text,Topic,Rating,Likes,Food,Broad Filter,Media,Age,Gender,food,supermarkets,related,drinks,slang,diet,meals,Dmeals,words_no,Polarity,restaurants,brands,Media_0,Media_1,Media_2,topic_no
120,Jullie ook smakelijk????????????????????????????????????????????????????????????????????????????????????lekker je,1: Eten / eten gaan,,3,['smakelijk'],"['jullie', 'smakelijk', 'lekker']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
123,Ik ga eten,1: Eten / eten gaan,,3,['eten'],"['ga', 'eten']",2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
125,Hoi ik zit te eten,1: Eten / eten gaan,,0,['eten'],"['hoi', 'zit', 'eten']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
127,Ik ga vanavond pizza eten,1: Eten / eten gaan,3.0,0,"['pizza', 'eten']","['ga', 'vanavond', 'pizza', 'eten']",2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,Ik zit aan de pizza,1: Eten / eten gaan,3.0,0,['pizza'],"['zit', 'pizza']",0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
129,Ik spaghetti,1: Eten / eten gaan,1.8,0,['spaghetti'],['spaghetti'],0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
130,Ik ga spaghetti eten?,1: Eten / eten gaan,1.8,0,"['spaghetti', 'eten']","['ga', 'spaghetti', 'eten']",1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1
132,Ik ga ook eten opa is jarig dus in het resturant spaggetti eten,1: Eten / eten gaan,,1,"['eten', 'eten']","['ga', 'eten', 'opa', 'jarig', 'resturant', 'spaggetti', 'eten']",2.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,0.0,0.0,0.0,0.0,1.0,1
136,Ik ben nu aan het. Eten lol,1: Eten / eten gaan,,0,['eten'],"['eten', 'lol']",0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
139,Ben je aan het eten,1: Eten / eten gaan,,0,['eten'],['eten'],0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
148,Ben je klaar ik heb net mijn kamer opgeruimt ga straks nog even eten en fan doe ik mijn kleren aan lol wat heb jij al gedaan,1: Eten / eten gaan,,0,['eten'],"['klar', 'net', 'kamer', 'opgeruimt', 'ga', 'strak', 'even', 'eten', 'fan', 'doe', 'kler', 'lol', 'jij', 'gedan']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45833333333333337,0.0,0.0,1.0,0.0,0.0,1
149,Ik ben net klaar ik ga nu eten,1: Eten / eten gaan,,0,['eten'],"['net', 'klar', 'ga', 'eten']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3666666666666667,0.0,0.0,1.0,0.0,0.0,1
150,Ik ben klaar met eten en mijn bed opmaken  ik ga nu stofzuigen,1: Eten / eten gaan,,0,['eten'],"['klar', 'eten', 'bed', 'opmak', 'ga', 'stofzuig']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3666666666666667,0.0,0.0,1.0,0.0,0.0,1
152,Ik wil rijst,1: Eten / eten gaan,1.2,1,['rijst'],['rijst'],0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
153,Rijst doe de pan doe ik ook allebei wat is rijst rijst rijst en zo lekker ja rijst doe er een komkommer bij rijst moet je lekker eten rijst en Dit heb ik ingesproken terwijl ik dit doe ik,1: Eten / eten gaan,1.2999999999999998,0,"['komkommer', 'rijst', 'rijst', 'rijst', 'rijst', 'rijst', 'rijst', 'rijst', 'eten', 'pan']","['rijst', 'doe', 'pan', 'doe', 'allebei', 'rijst', 'rijst', 'rijst', 'lekker', 'rijst', 'doe', 'komkommer', 'rijst', 'lekker', 'eten', 'rijst', 'ingesprok', 'terwijl', 'doe']",0.0,12.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.6,0.0,0.0,1.0,0.0,0.0,1
157,Eten???,1: Eten / eten gaan,,0,['eten'],['eten'],0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
158,Ik ga na het eten pas leren...,1: Eten / eten gaan,,0,['eten'],"['ga', 'eten', 'pas', 'ler']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
159,Ik ga eten zo,1: Eten / eten gaan,,0,['eten'],"['ga', 'eten']",2.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,Sorry ik moet net eten...,1: Eten / eten gaan,,0,['eten'],"['sorry', 'net', 'eten']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,1.0,0.0,0.0,1
163,Ja ja ja doei doei doei doei ja ja ja doe ik doe dit Ik neem dit op Vergeet die 3 niet Ik wil het wel hebben anders ga ik daar te eten taarten eten lol alle Laura's zijn taarten,1: Eten / eten gaan,4.0,0,"['taart', 'taart', 'eten', 'eten']","['doei', 'doei', 'doei', 'doei', 'doe', 'doe', 'nem', 'verget', 'wel', 'ander', 'ga', 'eten', 'taart', 'eten', 'lol', 'all', 'laura', 'taart']",0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1
165,Daily jij denkt alleen aan eten,1: Eten / eten gaan,,0,['eten'],"['daily', 'jij', 'denkt', 'allen', 'eten']",0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
166,Ik ga eten doei,1: Eten / eten gaan,,1,['eten'],"['ga', 'eten', 'doei']",0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
173,Ewa ja nu eten,1: Eten / eten gaan,,0,['eten'],"['ewa', 'eten']",0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
174,"Ik ben al klaar met eten ik zal al, hyena actie",1: Eten / eten gaan,,1,['eten'],"['klar', 'eten', 'hyena', 'actie']",0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3666666666666667,0.0,0.0,1.0,0.0,0.0,1
178,Luke ga je chinese eten op,1: Eten / eten gaan,,1,['eten'],"['luk', 'ga', 'chines', 'eten']",2.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
180,Wat tolga eten,1: Eten / eten gaan,,0,['eten'],"['tolga', 'eten']",0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
181,Ik ga lekker tosti etahnnnnnn,1: Eten / eten gaan,4.0,0,['tosti'],"['ga', 'lekker', 'tosti', 'etahnn']",2.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,1.0,1
185,???????? ik ben bijna thuis dan lekker eten ,1: Eten / eten gaan,,0,['eten'],"['bijna', 'thuis', 'lekker', 'eten']",0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,1
186,Ik ben net klaar met eten ,1: Eten / eten gaan,,0,['eten'],"['net', 'klar', 'eten']",0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3666666666666667,0.0,0.0,1.0,0.0,0.0,1
189,Maar ik ga eten dori,1: Eten / eten gaan,,0,['eten'],"['ga', 'eten', 'dori']",0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
191,Tolga eten,1: Eten / eten gaan,,0,['eten'],"['tolga', 'eten']",0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
192, Tolga eten nu ,1: Eten / eten gaan,,0,['eten'],"['tolga', 'eten']",0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
197,Whahahaha ayoub sws ga ik eten chappen????,1: Eten / eten gaan,,0,['eten'],"['whahahaha', 'ayoub', 'sws', 'ga', 'eten', 'chapp']",0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
208,Ik ga ff eten nog een broodje,1: Eten / eten gaan,2.0,0,"['eten', 'broodj']","['ga', 'ff', 'eten', 'broodj']",0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1
214,Ga gwn nu eten,1: Eten / eten gaan,,1,['eten'],"['ga', 'gwn', 'eten']",0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
215,Ik ben eten,1: Eten / eten gaan,,0,['eten'],['eten'],0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
220,ONTbijten,1: Eten / eten gaan,,0,['ontbijt'],['ontbijt'],0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
223,Kom hier hondje ik heb eten,1: Eten / eten gaan,,0,['eten'],"['kom', 'hondj', 'eten']",0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
226,Ik moet eten,1: Eten / eten gaan,,0,['eten'],['eten'],0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
227,Als hij aan mijn eten komt bel ik konawaita,1: Eten / eten gaan,,0,['eten'],"['eten', 'komt', 'bel', 'konawaita']",0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
230,"Eindelijk,heb je zolang zitten eten??",1: Eten / eten gaan,,0,['eten'],"['eindelijk', 'zolang', 'zit', 'eten']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
231,Hoe laat ga je eten?,1: Eten / eten gaan,,0,['eten'],"['lat', 'ga', 'eten']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3,0.0,0.0,1.0,0.0,0.0,1
232,Ga je eten?,1: Eten / eten gaan,,0,['eten'],"['ga', 'eten']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
235,"Ik ga ook eten, ik chat wel later",1: Eten / eten gaan,,0,['eten'],"['ga', 'eten', 'chat', 'wel', 'later']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
243,Nope ik was aan het eten,1: Eten / eten gaan,,0,['eten'],"['nop', 'eten']",0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
248,Kip,1: Eten / eten gaan,2.0,0,['kip'],['kip'],0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
249,Camiel en eten??,1: Eten / eten gaan,,0,['eten'],"['camiel', 'eten']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
252,Ben klaar met eten ??,1: Eten / eten gaan,,0,['eten'],"['klar', 'eten']",2.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3666666666666667,0.0,0.0,0.0,0.0,1.0,1
254,Ik ben klaar met eten ,1: Eten / eten gaan,,2,['eten'],"['klar', 'eten']",1.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3666666666666667,0.0,0.0,0.0,1.0,0.0,1
259, kom we gaan pizza eten super lekkere pizza,1: Eten / eten gaan,3.0,0,"['pizza', 'pizza', 'eten']","['kom', 'we', 'gan', 'pizza', 'eten', 'super', 'lekker', 'pizza']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1
264,Ik nog niet ga bijna eten,1: Eten / eten gaan,,1,['eten'],"['ga', 'bijna', 'eten']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
265,Ik moet ook nog eten ,1: Eten / eten gaan,,0,['eten'],['eten'],0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
266,Ik ga eten dag??????????,1: Eten / eten gaan,,0,['eten'],"['ga', 'eten', 'dag']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
268,Il wil eten,1: Eten / eten gaan,,0,['eten'],"['il', 'eten']",2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
269,Eten ,1: Eten / eten gaan,,0,['eten'],['eten'],0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
270,Ik wil eten,1: Eten / eten gaan,,0,['eten'],['eten'],0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
271,Nog meer eten??????????,1: Eten / eten gaan,,0,['eten'],['eten'],0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
274,Mmmm???? wat ga jij eten ,1: Eten / eten gaan,,0,['eten'],"['mmm', 'ga', 'jij', 'eten']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
275,Ik ga tosti eten,1: Eten / eten gaan,4.0,0,"['tosti', 'eten']","['ga', 'tosti', 'eten']",0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1
276,Ik ga eten dag,1: Eten / eten gaan,,0,['eten'],"['ga', 'eten', 'dag']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
277,Wat ga je eten ,1: Eten / eten gaan,,0,['eten'],"['ga', 'eten']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
278,Ik ga eten dag.  en like dit,1: Eten / eten gaan,,5,['eten'],"['ga', 'eten', 'dag', 'lik']",2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
279,Ik ga eten moest net ff naar de winkel,1: Eten / eten gaan,,0,['eten'],"['ga', 'eten', 'moest', 'net', 'ff', 'winkel']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6499999999999999,0.0,0.0,1.0,0.0,0.0,1
283,Boter,1: Eten / eten gaan,5.0,0,['boter'],['boter'],0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
284,Hoi lekker aan het eten,1: Eten / eten gaan,,0,['eten'],"['hoi', 'lekker', 'eten']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,1
286,Ik ben klaar met eten,1: Eten / eten gaan,,0,['eten'],"['klar', 'eten']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3666666666666667,0.0,0.0,1.0,0.0,0.0,1
287,Je livelings eten toch louis,1: Eten / eten gaan,,0,['eten'],"['livel', 'eten', 'louis']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
289,Lekker eten,1: Eten / eten gaan,,2,['eten'],"['lekker', 'eten']",2.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,1.0,1
292,Wat wil je eten,1: Eten / eten gaan,,0,['eten'],['eten'],0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
293,Hier eten,1: Eten / eten gaan,,0,['eten'],['eten'],2.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
294,Hier nog meer eten,1: Eten / eten gaan,,0,['eten'],['eten'],2.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
307,Ik moet nog eten ,1: Eten / eten gaan,,0,['eten'],['eten'],0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
308,Dat gaan wij eten ,1: Eten / eten gaan,,0,['eten'],"['gan', 'wij', 'eten']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
312,Lekker aan het eten,1: Eten / eten gaan,,0,['eten'],"['lekker', 'eten']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,1
315,ijs eten,1: Eten / eten gaan,4.0,0,"['ijs', 'eten']","['ijs', 'eten']",2.0,11.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1
317,Ik moet zo eten ,1: Eten / eten gaan,,0,['eten'],['eten'],0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
320,Ik ben dit aan het eten,1: Eten / eten gaan,,1,['eten'],['eten'],2.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
321, Ik ga het straks eten,1: Eten / eten gaan,,1,['eten'],"['ga', 'strak', 'eten']",2.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
