,Text,Topic,Rating,Likes,Food,Broad Filter,Media,Age,Gender,food,supermarkets,related,drinks,slang,diet,meals,Dmeals,words_no,Polarity,restaurants,brands,Media_0,Media_1,Media_2,topic_no
143,Als jij mama zegt je krijg gele rijst dan eet je geen witte rijst maar gele,3: Eating plans/preparations,1.2,1,"['rijst', 'rijst', 'eet']","['jij', 'mama', 'zegt', 'krijg', 'gel', 'rijst', 'eet', 'wit', 'rijst', 'gel']",0.0,11.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.016666666666666666,0.0,0.0,1.0,0.0,0.0,3
164,Lolololololololololololol lololololololololololol kopieer twee keer 3 keer bellen kannibalen Tony Chocolonely lekker is dat echt waar nieuwe reclame probeer ze dat is lekker chocola en heel veel smaken Dit is een,3: Eating plans/preparations,4.9,0,"['chocola', 'chocolonely']","['lolololololololololololol', 'lololololololololololol', 'kopieer', 'twee', 'ker', 'ker', 'bell', 'kannibal', 'tony', 'chocolonely', 'lekker', 'echt', 'war', 'nieuw', 'reclam', 'prober', 'lekker', 'chocola', 'hel', 'smak']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.37083333333333335,0.0,1.0,1.0,0.0,0.0,3
168,Eet op,3: Eating plans/preparations,,0,['eet'],['eet'],2.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3
183,"Ja man ik ben aan het eten, Smakelijk ieder1",3: Eating plans/preparations,,2,"['eten', 'smakelijk']","['man', 'eten', 'smakelijk', 'ieder1']",0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,1.0,0.0,0.0,3
188,Nee ik lust geen fufu mij vader eet dat wel omdat hij ganees is,3: Eating plans/preparations,,0,['eet'],"['nee', 'lust', 'fufu', 'vader', 'eet', 'wel', 'ganes']",0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
193,Eet op nu,3: Eating plans/preparations,,0,['eet'],['eet'],0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
199,Like als je eet,3: Eating plans/preparations,,3,['eet'],"['lik', 'eet']",0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
201,Samira lijk ik dan op die jacob ofzo,3: Eating plans/preparations,,0,['jacob'],"['samira', 'lijk', 'jacob', 'ofzo']",0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3
216,Hoiemond man kom niet poepen yonis donuts,3: Eating plans/preparations,4.2,0,['donut'],"['hoiemond', 'man', 'kom', 'poep', 'yonis', 'donut']",0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
233,Pacman eet alles op,3: Eating plans/preparations,,0,['eet'],"['pacman', 'eet']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
234, Eet smakelijk!,3: Eating plans/preparations,,0,"['smakelijk', 'eet']","['eet', 'smakelijk']",0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.875,0.0,0.0,1.0,0.0,0.0,3
240,Ik eet aleen maar rundvlees en vis ,3: Eating plans/preparations,1.5,0,"['vis', 'rundvles', 'eet']","['eet', 'alen', 'rundvles', 'vis']",0.0,12.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3
244,Its ok brads,3: Eating plans/preparations,2.0,0,['brad'],"['its', 'ok', 'brad']",0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
258,Eetsmakkelijk smak smak smak??,3: Eating plans/preparations,,0,['eetsmak'],"['eetsmak', 'smak', 'smak', 'smak']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
262, Ok eet smaakkelijk,3: Eating plans/preparations,,0,['eet'],"['ok', 'eet', 'smaakkelijk']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
263,Eet smaakkelijk ????????????,3: Eating plans/preparations,,0,['eet'],"['eet', 'smaakkelijk']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
281,Zegt de man je vandaag was de vis aandebeurd,3: Eating plans/preparations,1.0,0,['vis'],"['zegt', 'man', 'vandag', 'vis', 'aandebeurd']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
324,Appel,3: Eating plans/preparations,2.0,0,['appel'],['appel'],2.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3
331,"Jette, dat noem je appel? ??",3: Eating plans/preparations,2.0,0,['appel'],"['jet', 'noem', 'appel']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
338,Wat is lekker kebab of shoarma,3: Eating plans/preparations,2.0,0,['kebab'],"['lekker', 'kebab', 'shoarma']",0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,3
345,Ik eet appel,3: Eating plans/preparations,2.0,0,"['appel', 'eet']","['eet', 'appel']",0.0,11.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3
347,Ik eet dit wel o wagt nee gewoon brood,3: Eating plans/preparations,1.2,0,"['brod', 'eet']","['eet', 'wel', 'wagt', 'nee', 'gewon', 'brod']",2.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3
372,Eet smakelijk??????,3: Eating plans/preparations,,1,"['smakelijk', 'eet']","['eet', 'smakelijk']",0.0,11.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,1.0,0.0,0.0,3
377,Wat eet jij,3: Eating plans/preparations,,0,['eet'],"['eet', 'jij']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
394,Rara waar ben ik? Hind:tafelen,3: Eating plans/preparations,,0,['tafel'],"['rara', 'war', 'hind', 'tafel']",0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,1.0,0.0,0.0,3
402,Ik eet macaroni??,3: Eating plans/preparations,2.4,0,"['macaroni', 'eet']","['eet', 'macaroni']",0.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3
407,Ontbijten bedoelde ik ,3: Eating plans/preparations,,0,['ontbijt'],"['ontbijt', 'bedoeld']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
446,Dit eet ik nu,3: Eating plans/preparations,,0,['eet'],['eet'],0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
448,Clan of whisky,3: Eating plans/preparations,,0,['whisky'],"['clan', 'whisky']",0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
459,Ik over Sinterklaas en over het eten van Nederland!,3: Eating plans/preparations,,0,['eten'],"['sinterklas', 'eten', 'nederland']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
474,Ik eet een appel??,3: Eating plans/preparations,2.0,0,"['appel', 'eet']","['eet', 'appel']",0.0,11.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3
475,Ik eet dit,3: Eating plans/preparations,,1,['eet'],['eet'],2.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3
487,Eet smakelijk allemaal,3: Eating plans/preparations,,1,"['smakelijk', 'eet']","['eet', 'smakelijk', 'allemal']",0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,1.0,0.0,0.0,3
500,Hoi ik ben een appel ssn het eten haha,3: Eating plans/preparations,2.0,0,"['appel', 'eten']","['hoi', 'appel', 'ssn', 'eten', 'haha']",0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3
507,Ik eet nu een loempia,3: Eating plans/preparations,,1,['eet'],"['eet', 'loempia']",0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
511,Eet smakelijk jelle,3: Eating plans/preparations,,0,"['smakelijk', 'eet']","['eet', 'smakelijk', 'jell']",0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,1.0,0.0,0.0,3
512,Thx voor dat Jelle eet smakkelijk zij,3: Eating plans/preparations,,1,['eet'],"['thx', 'jell', 'eet', 'smakkelijk']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
515,Ok eet smakelijk broer,3: Eating plans/preparations,,1,"['smakelijk', 'eet']","['ok', 'eet', 'smakelijk', 'broer']",0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,1.0,0.0,0.0,3
529,Jij eet te veep,3: Eating plans/preparations,,0,['eet'],"['jij', 'eet', 'vep']",0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
532,Smakelijk voor de kinderen die naar huis gaan,3: Eating plans/preparations,,0,['smakelijk'],"['smakelijk', 'kinder', 'huis', 'gan']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.025000000000000022,0.0,0.0,1.0,0.0,0.0,3
536,Waneer civan te veel eet,3: Eating plans/preparations,,0,['eet'],"['waner', 'civan', 'eet']",1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3
548,Eet smaakelek ,3: Eating plans/preparations,,0,['eet'],"['eet', 'smaakelek']",0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
551,Smakelijk allemaal,3: Eating plans/preparations,,3,['smakelijk'],"['smakelijk', 'allemal']",2.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.0,1.0,3
561,Eet smaklijl,3: Eating plans/preparations,,0,['eet'],"['eet', 'smaklijl']",0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
565,Hoi en eet smaklijk,3: Eating plans/preparations,,0,['eet'],"['hoi', 'eet', 'smaklijk']",0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
599,Ik eet nu,3: Eating plans/preparations,,0,['eet'],['eet'],0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
611,Jij ook smakelijk??,3: Eating plans/preparations,,0,['smakelijk'],"['jij', 'smakelijk']",0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,1.0,0.0,0.0,3
617,Ik eet panekoek,3: Eating plans/preparations,,1,['eet'],"['eet', 'panekoek']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
623,Ik eet altijd om 5 uur behalve in de weekend dan is het verschilend,3: Eating plans/preparations,,1,['eet'],"['eet', 'uur', 'behalv', 'weekend', 'verschil']",0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
644,eet smakelijk,3: Eating plans/preparations,,0,"['smakelijk', 'eet']","['eet', 'smakelijk']",0.0,9.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,1.0,0.0,0.0,3
650,Smakelijk iris,3: Eating plans/preparations,,1,['smakelijk'],"['smakelijk', 'iris']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,1.0,0.0,0.0,3
652,Smakelijk jayce,3: Eating plans/preparations,,0,['smakelijk'],"['smakelijk', 'jayc']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,1.0,0.0,0.0,3
654,Eet smakleijk,3: Eating plans/preparations,,0,['eet'],"['eet', 'smakleijk']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
655,Ik eet wafel met chocopasta,3: Eating plans/preparations,3.6,0,"['wafel', 'chocopasta', 'eet']","['eet', 'wafel', 'chocopasta']",0.0,10.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3
656,Akos Ik eet wafels met chocopasta,3: Eating plans/preparations,3.6,0,"['wafel', 'chocopasta', 'eet']","['akos', 'eet', 'wafel', 'chocopasta']",0.0,10.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3
657,Super lijk wafels,3: Eating plans/preparations,3.2,0,['wafel'],"['super', 'lijk', 'wafel']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.0,0.0,1.0,0.0,0.0,3
658,Rachid ik eet wafel,3: Eating plans/preparations,3.2,0,"['wafel', 'eet']","['rachid', 'eet', 'wafel']",0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3
659,Eet smakelijk nick,3: Eating plans/preparations,,0,"['smakelijk', 'eet']","['eet', 'smakelijk', 'nick']",0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,1.0,0.0,0.0,3
699,Wij hebben rijst gegeten,3: Eating plans/preparations,1.2,0,['rijst'],"['wij', 'rijst', 'geget']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
705,Vis,3: Eating plans/preparations,1.0,0,['vis'],['vis'],0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
737,Wij gaan nu eten bij heliopolis bestellen ik een broodje kebab,3: Eating plans/preparations,2.0,0,"['kebab', 'eten', 'broodj']","['wij', 'gan', 'eten', 'heliopolis', 'bestell', 'broodj', 'kebab']",0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3
746,Tostie eeten,3: Eating plans/preparations,,0,['eet'],"['tostie', 'eet']",2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3
759,Ik eet thuis naar ilja eet pennen dat is een soort spageti,3: Eating plans/preparations,,0,"['eet', 'eet']","['eet', 'thuis', 'ilja', 'eet', 'penn', 'soort', 'spageti']",0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.6499999999999999,0.0,0.0,1.0,0.0,0.0,3
760,Dit eet ik,3: Eating plans/preparations,,0,['eet'],['eet'],2.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3
761,Grapje ik ben alergies voir appel,3: Eating plans/preparations,2.0,0,['appel'],"['grapj', 'alergies', 'voir', 'appel']",0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
775,Ik eet rut,3: Eating plans/preparations,,0,['eet'],"['eet', 'rut']",2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3
781,Eet ik jou,3: Eating plans/preparations,,0,['eet'],"['eet', 'jou']",0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
801,Lekker even een stevig ontbijt,3: Eating plans/preparations,,4,['ontbijt'],"['lekker', 'even', 'stevig', 'ontbijt']",2.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43333333333333335,0.0,0.0,0.0,0.0,1.0,3
888,Ik eet vanavond ,3: Eating plans/preparations,,1,['eet'],"['eet', 'vanavond']",2.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3
938,Riva zijn de poffertjes lekker en gelukt,3: Eating plans/preparations,4.0,0,['poffertjes'],"['riva', 'poffertjes', 'lekker', 'gelukt']",0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,3
940,Eet smakelijk????????????????????????????????????,3: Eating plans/preparations,,0,"['smakelijk', 'eet']","['eet', 'smakelijk']",0.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,1.0,0.0,0.0,3
941,Wie gaat er zometeen ook ontbijten??,3: Eating plans/preparations,,1,['ontbijt'],"['gat', 'zometen', 'ontbijt']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
959,En smakelijk,3: Eating plans/preparations,,0,['smakelijk'],['smakelijk'],0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,1.0,0.0,0.0,3
965,Veel plezier nog en eet smakelijk,3: Eating plans/preparations,,0,"['smakelijk', 'eet']","['plezier', 'eet', 'smakelijk']",0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,1.0,0.0,0.0,3
966,En welterusten slaap lekker en eet smakelijk Tot morgen Doei,3: Eating plans/preparations,,0,"['smakelijk', 'eet']","['welterust', 'slap', 'lekker', 'eet', 'smakelijk', 'morg', 'doei']",0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6499999999999999,0.0,0.0,1.0,0.0,0.0,3
971,Jij ook eet smakelijk Misschien kan ik morgen nog app appen maar ik moet nu eten en nog een fijn weekend dus eet smakelijk fijn weekend doei,3: Eating plans/preparations,,0,"['eten', 'smakelijk', 'smakelijk', 'eet', 'eet']","['jij', 'eet', 'smakelijk', 'misschien', 'morg', 'app', 'app', 'eten', 'fijn', 'weekend', 'eet', 'smakelijk', 'fijn', 'weekend', 'doei']",0.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5,0.0,0.0,1.0,0.0,0.0,3
992,Oh eet smakelijk,3: Eating plans/preparations,,0,"['smakelijk', 'eet']","['oh', 'eet', 'smakelijk']",2.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,0.0,0.0,1.0,3
993,Smakelijk eten smakelijk eten hap hap hap hap hap hap Dat zal lekker smaken Dat zal lekker smaken eet maar op op,3: Eating plans/preparations,,0,"['eten', 'eten', 'smakelijk', 'smakelijk', 'eet']","['smakelijk', 'eten', 'smakelijk', 'eten', 'hap', 'hap', 'hap', 'hap', 'hap', 'hap', 'lekker', 'smak', 'lekker', 'smak', 'eet']",0.0,10.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.65,0.0,0.0,1.0,0.0,0.0,3
1002,Veel eet plezier??????,3: Eating plans/preparations,,0,['eet'],"['eet', 'plezier']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
1012,Jij bent een hamburger,3: Eating plans/preparations,3.5,0,['hamburger'],"['jij', 'bent', 'hamburger']",0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
1025,Karma is een vis,3: Eating plans/preparations,1.0,0,['vis'],"['karma', 'vis']",0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
1035,Ik eet,3: Eating plans/preparations,,1,['eet'],['eet'],0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
1043,Ja tot morgen en nog een keer smakelijk,3: Eating plans/preparations,,0,['smakelijk'],"['morg', 'ker', 'smakelijk']",0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,1.0,0.0,0.0,3
1044,Smakelijk alvast voor heel groep 8,3: Eating plans/preparations,,0,['smakelijk'],"['smakelijk', 'alvast', 'hel', 'groep']",0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.41666666666666663,0.0,0.0,1.0,0.0,0.0,3
1052,Appel met friet en appel met hamburger mc donalds,3: Eating plans/preparations,2.875,0,"['appel', 'appel', 'hamburger', 'friet']","['appel', 'friet', 'appel', 'hamburger', 'mc', 'donald']",2.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3
1059,Ook morgen bij het ontbijten oke????????????,3: Eating plans/preparations,,0,['ontbijt'],"['morg', 'ontbijt', 'oke']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
1063,Ik eet ook ,3: Eating plans/preparations,,0,['eet'],['eet'],0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
