,Text,Topic,Rating,Likes,Food,Broad Filter,Media,Age,Gender,food,supermarkets,related,drinks,slang,diet,meals,Dmeals,words_no,Polarity,restaurants,brands,Media_0,Media_1,Media_2,topic_no
571,Love you heb je de nieuwe filmpje al gezien Ik vind het erg fijn dat jij er bent zo'n soort Ik wil je wel wat zonde als jij er niet bent maar ik kan er wel aan wennen want soms ben je vaak niet maar hopelijk is het fijn bij de gym Ik heb al een nieuw filmpje gezien Het is super grappig Hopelijk vind jij het ook grappig maar dat weet ik niet zeker laat een mailtje achter bij aardappels.nl maar als je dat niet vindt doe dan kom bij de melakos doei ik hou van jou,9: Bakken en ijs,1.4,0,['aardappel'],"['lov', 'you', 'nieuw', 'filmpj', 'gezien', 'vind', 'erg', 'fijn', 'jij', 'bent', 'soort', 'wel', 'zond', 'jij', 'bent', 'wel', 'wenn', 'som', 'vak', 'hopelijk', 'fijn', 'gym', 'nieuw', 'filmpj', 'gezien', 'super', 'grappig', 'hopelijk', 'vind', 'jij', 'grappig', 'wet', 'zeker', 'lat', 'mailtj', 'achter', 'aardappel', 'nl', 'vindt', 'doe', 'kom', 'melakos', 'doei', 'hou', 'jou']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43857142857142856,0.0,0.0,1.0,0.0,0.0,9
572,Hoe laat gaan jullie opening jullie telefoons onder berichten bekijken of wanneer gaan jullie naar patch of wanneer gaan jullie lekker gamen en maakt niet uit wat je wil doen op de telefoon maar willen jullie alsjeblieft mijn berichtjes kijken want ik vind het heel erg leuk dat ik al jullie berichtjes kijk maar wil je dan alsjeblieft Ik smeek je die alsjeblieft alsjeblieft mijn berichtjes ook kijken want ik kijk altijd die van jullie zoon 70 reactie Zoals je weet niet hoe dit is een pandabeer maar niemand geeft mij een berichtje behalve mijn broertje dus niet maar hij is een beetje irritant maar geeft Nee ik zei eens normaal vind ik Maar jullie zijn ook normaal Ik vind het ook fijn om bij jullie in de klas te zitten maar alsjeblieft Ik smeek het je wil je alsjeblieft please please berichtjes kijken Doei doei ik ga lekker stoppen nu niet van vandaag hoor heel eventjes maar lekker eten ok doei doei en zeg tegen Messi dat hij heel erg grappig IS actief is te veel grapjes maakt,9: Bakken en ijs,,0,['eten'],"['lat', 'gan', 'jullie', 'open', 'jullie', 'telefon', 'bericht', 'bekijk', 'wanner', 'gan', 'jullie', 'patch', 'wanner', 'gan', 'jullie', 'lekker', 'gam', 'maakt', 'telefon', 'will', 'jullie', 'alsjeblieft', 'berichtjes', 'kijk', 'vind', 'hel', 'erg', 'leuk', 'jullie', 'berichtjes', 'kijk', 'alsjeblieft', 'smek', 'alsjeblieft', 'alsjeblieft', 'berichtjes', 'kijk', 'kijk', 'jullie', 'zon', '70', 'reactie', 'zoal', 'wet', 'pandaber', 'niemand', 'geeft', 'berichtj', 'behalv', 'broertj', 'beetj', 'irritant', 'geeft', 'nee', 'zei', 'normal', 'vind', 'jullie', 'normal', 'vind', 'fijn', 'jullie', 'klas', 'zit', 'alsjeblieft', 'smek', 'alsjeblieft', 'pleas', 'pleas', 'berichtjes', 'kijk', 'doei', 'doei', 'ga', 'lekker', 'stopp', 'vandag', 'hor', 'hel', 'eventjes', 'lekker', 'eten', 'ok', 'doei', 'doei', 'zeg', 'messi', 'hel', 'erg', 'grappig', 'actief', 'grapjes', 'maakt']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22861111111111107,0.0,0.0,1.0,0.0,0.0,9
573,Lucy heb je het filmpje al gezien het super leuk Het gaat over een banaan die niemand meer groeit maar ik zal het filmpje wel even naar de groepsapp sturen doei doei voor het is de mooiste van jou dus Sommige kinderen kunnen het heel misschien zien maar hopelijk of niet Doei ik hou van jou Doei ik hou van jou,9: Bakken en ijs,2.0,0,['banan'],"['lucy', 'filmpj', 'gezien', 'super', 'leuk', 'gat', 'banan', 'niemand', 'groeit', 'filmpj', 'wel', 'even', 'groepsapp', 'stur', 'doei', 'doei', 'mooist', 'jou', 'sommig', 'kinder', 'hel', 'misschien', 'zien', 'hopelijk', 'doei', 'hou', 'jou', 'doei', 'hou', 'jou']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16111111111111112,0.0,0.0,1.0,0.0,0.0,9
575,Fruit maken ze vonden het ook nog grappig omdat het zo de pandabeer zo lekker zat te slapen Ik kijk dit filmpje foto nu aan jou tot Pannerden geeft jou de groeten tot de Panne weer Genoegen doei doei en wees lief voor de pandabeer,9: Bakken en ijs,1.5,0,['fruit'],"['fruit', 'mak', 'vond', 'grappig', 'pandaber', 'lekker', 'zat', 'slap', 'kijk', 'filmpj', 'foto', 'jou', 'pannerd', 'geeft', 'jou', 'groet', 'pann', 'wer', 'genoeg', 'doei', 'doei', 'wes', 'lief', 'pandaber']",1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27777777777777773,0.0,0.0,0.0,1.0,0.0,9
660,Spam Spam spam Spam spam Spam spam Spam spam Spam spam Spam spam Sesamstraat Sesamstraat is heel erg leuk om te kijken via via Saab Ok hamuru boterham met ham kaas olijven curryworst scheetjes Power mayonaise prullenbak mandarijnenschil citroen en Voeding en lieveheersbeestjes Dat is erg dat is erg lekker om te eten verteert tot Floortje Metal ik mijn hoofd Noortje Noortje diep in Floortje Ik heb geen lievelingssport heb je geen lievelingssport,9: Bakken en ijs,3.1799999999999997,0,"['citroen', 'ham', 'curryworst', 'eten', 'kas', 'mayonais']","['spam', 'spam', 'spam', 'spam', 'spam', 'spam', 'spam', 'spam', 'spam', 'spam', 'spam', 'spam', 'spam', 'sesamstrat', 'sesamstrat', 'hel', 'erg', 'leuk', 'kijk', 'via', 'via', 'sab', 'ok', 'hamuru', 'boterham', 'ham', 'kas', 'olijv', 'curryworst', 'scheetjes', 'power', 'mayonais', 'prullenbak', 'mandarijnenschil', 'citroen', 'voeding', 'lieveheersbeestjes', 'erg', 'erg', 'lekker', 'eten', 'verteert', 'floortj', 'metal', 'hoofd', 'noortj', 'noortj', 'diep', 'floortj', 'lievelingssport', 'lievelingssport']",0.0,11.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.4358333333333333,0.0,0.0,1.0,0.0,0.0,9
669,Brownie steek je hand in je reet,9: Bakken en ijs,3.2,0,['brownie'],"['brownie', 'stek', 'hand', 'ret']",0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9
811,Eventjes lekker smikkelen,9: Bakken en ijs,,0,['smikkel'],"['eventjes', 'lekker', 'smikkel']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,9
839,Amici is heel raar Hij is een Downie en Brownie ING een heel klein beetje raar ben ik een downie brownie en downie,9: Bakken en ijs,3.2,0,"['brownie', 'brownie']","['amici', 'hel', 'rar', 'downie', 'brownie', 'ing', 'hel', 'klein', 'beetj', 'rar', 'downie', 'brownie', 'downie']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-0.4533333333333333,0.0,0.0,1.0,0.0,0.0,9
996,Ja van dat iemand over een banaan valt en maakte een salto en toen viel die meteen over een prullenbak??,9: Bakken en ijs,2.0,1,['banan'],"['banan', 'valt', 'maakt', 'salto', 'viel', 'meten', 'prullenbak']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9
1399,Hoi jongens jullie kunnen marshmallows Maar weet je ik heb heerlijke kleine mini marshmallows en het is zo lekker als je niet kunt zien zou je echt jaloers zijn,9: Bakken en ijs,4.2,0,"['marshmallow', 'marshmallow']","['hoi', 'jongen', 'jullie', 'marshmallow', 'wet', 'heerlijk', 'klein', 'mini', 'marshmallow', 'lekker', 'kunt', 'zien', 'echt', 'jaloer']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.20222222222222222,0.0,0.0,1.0,0.0,0.0,9
1400,Prins zo lekker echt waar lekkere marshmallows en ze zijn echt nog minder dan in centimeter Echt superlekker,9: Bakken en ijs,4.2,0,"['marshmallow', 'superlekker']","['prin', 'lekker', 'echt', 'war', 'lekker', 'marshmallow', 'echt', 'minder', 'centimeter', 'echt', 'superlekker']",0.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,9
1401,Hallo allemaal wat fijn dat je er bent ik ben Romme ik ga nu eten,9: Bakken en ijs,,1,['eten'],"['hallo', 'allemal', 'fijn', 'bent', 'romm', 'ga', 'eten']",0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,1.0,0.0,0.0,9
1596,Zijn jullie er nog maar het is wel heel erg leuk dus maar wat ik heb uitgekozen Het is een ananas boom met een kokosnoot je bananen sinaasappels met noten,9: Bakken en ijs,2.15,1,"['sinaasappel', 'ananas', 'banan', 'kokosnot']","['jullie', 'wel', 'hel', 'erg', 'leuk', 'uitgekoz', 'ananas', 'bom', 'kokosnot', 'banan', 'sinaasappel', 'not']",2.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.9299999999999998,0.0,0.0,0.0,0.0,1.0,9
1597,We gaan zo meteen eten en ik ga vlees eten dat vind ik echt lekker met je appelmoes naar de een speeltuin geweest en ja ik vind ik best wel leuk En ja het is zoals ik al zei ik vind het echt heel leuk om Ja zeg maar na de Luca naar speeltuin Sorry ik heb er op mijn kalender dus dan Club kalender,9: Bakken en ijs,1.9,2,"['appelmoes', 'eten', 'eten', 'vles']","['we', 'gan', 'meten', 'eten', 'ga', 'vles', 'eten', 'vind', 'echt', 'lekker', 'appelmoes', 'speeltuin', 'vind', 'best', 'wel', 'leuk', 'zoal', 'zei', 'vind', 'echt', 'hel', 'leuk', 'zeg', 'luca', 'speeltuin', 'sorry', 'kalender', 'club', 'kalender']",1.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.31583333333333335,0.0,0.0,0.0,1.0,0.0,9
1640,Renske hou heel erg veel van frikandel en frikandellen zijn heel erg lekker en frikandellen zijn echt super mijn lieve vrienden en ja Floortje is een heel raar kind en dat weet iedereen gewoon al een hartje is nou g********** Renske Rot op ik bedoel Ilse dat is Ilse niet Renske domme poep kinderen en dat vind je dat leuk naar Hou op en ik vind het nu heel leuk doen uitroepteken jabaay voedsel Google I love you,9: Bakken en ijs,4.0,0,"['frikandel', 'voedsel']","['rensk', 'hou', 'hel', 'erg', 'frikandel', 'frikandell', 'hel', 'erg', 'lekker', 'frikandell', 'echt', 'super', 'liev', 'vriend', 'floortj', 'hel', 'rar', 'kind', 'wet', 'iederen', 'gewon', 'hartj', 'nou', 'rensk', 'rot', 'bedoel', 'ils', 'ils', 'rensk', 'domm', 'poep', 'kinder', 'vind', 'leuk', 'hou', 'vind', 'hel', 'leuk', 'uitroeptek', 'jabay', 'voedsel', 'googl', 'lov', 'you']",0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.03233333333333328,0.0,0.0,1.0,0.0,0.0,9
1749,Kaas koppen kadierenyuin is in de house dit word een lang vehaal disclamer geen spam ik schrijf dirt omdat het heel erg leuk is en omdat jullie jrkunnen vervelen als jullie dit gelzen heebben  zeg het dan hopelijk even,9: Bakken en ijs,4.0,0,['kas'],"['kas', 'kopp', 'kadierenyuin', 'hous', 'word', 'lang', 'vehal', 'disclamer', 'spam', 'schrijf', 'dirt', 'hel', 'erg', 'leuk', 'jullie', 'jrkunn', 'vervel', 'jullie', 'gelz', 'heebb', 'zeg', 'hopelijk', 'even']",0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4149999999999999,0.0,0.0,1.0,0.0,0.0,9
1931,"Dit ziet er echt heel lekker uit manderijn,banaan en kiwi.",9: Bakken en ijs,1.7,0,"['kiwi', 'banan']","['ziet', 'echt', 'hel', 'lekker', 'manderijn', 'banan', 'kiwi']",2.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9599999999999999,0.0,0.0,0.0,0.0,1.0,9
