,Text,Topic,Rating,Likes,Food,Broad Filter,Media,Age,Gender,food,supermarkets,related,drinks,slang,diet,meals,Dmeals,words_no,Polarity,restaurants,brands,Media_0,Media_1,Media_2,topic_no
1003,Hoe voer je je vraag in(waar)?,5: Making photos of food / honger krijgen,,0,['voer'],"['voer', 'vrag', 'war']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1054,Ik zit mijn melk te drinken,5: Making photos of food / honger krijgen,3.6,0,"['drink', 'melk']","['zit', 'melk', 'drink']",0.0,10.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1067,Ik moest zo hard lachen dat ik mijn drinken uit moest  spugen??????????????,5: Making photos of food / honger krijgen,,0,['drink'],"['moest', 'hard', 'lach', 'drink', 'moest', 'spug']",0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1124,Ik ben de drinken,5: Making photos of food / honger krijgen,,0,['drink'],['drink'],0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1131,K heb zo n jongen in mn klas en hij praat altijd over appels??????,5: Making photos of food / honger krijgen,2.0,0,['appel'],"['jong', 'mn', 'klas', 'prat', 'appel']",0.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1186,Lekker ik neem ook wat drinken,5: Making photos of food / honger krijgen,,2,['drink'],"['lekker', 'nem', 'drink']",2.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,1.0,5
1207,Ik wil dit zo graag drinken like als je dat ook wilt.????,5: Making photos of food / honger krijgen,,1,['drink'],"['grag', 'drink', 'lik', 'wilt']",2.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5
1230,Thx voor de chocolade ???? ,5: Making photos of food / honger krijgen,5.0,0,['chocolad'],"['thx', 'chocolad']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1235,Ik weet een mop  die ik zelf bedacht heb iemand zit tegenover zijn vriend zijn vriend vraagt via whatsapp  wat wil je drinken iemand antwoord chocomel  zijn vriend vraagt terug wrm chocomel  iemand antwoord nee doe maar koude,5: Making photos of food / honger krijgen,2.2,0,"['drink', 'chocomel', 'chocomel']","['wet', 'mop', 'bedacht', 'zit', 'tegenover', 'vriend', 'vriend', 'vraagt', 'via', 'whatsapp', 'drink', 'antwoord', 'chocomel', 'vriend', 'vraagt', 'terug', 'wrm', 'chocomel', 'antwoord', 'nee', 'doe', 'koud']",0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,-0.4000000000000001,0.0,1.0,1.0,0.0,0.0,5
1249,Mjammie,5: Making photos of food / honger krijgen,,0,['mjammie'],['mjammie'],0.0,9.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1262,Oreo's mjam mjam mjam,5: Making photos of food / honger krijgen,4.8,0,"['mjam,', 'mjam,', 'mjam', 'mjam', 'mjam', 'oreo']","['oreo', 'mjam', 'mjam', 'mjam']",0.0,9.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,5
1286,"Ja, over waarom ik water drink",5: Making photos of food / honger krijgen,,0,['drink'],"['waarom', 'water', 'drink']",0.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1299,Ik smook ik drink ik leeg,5: Making photos of food / honger krijgen,,0,['drink'],"['smok', 'drink', 'leg']",0.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.4666666666666666,0.0,0.0,1.0,0.0,0.0,5
1318,Ik drink nu tea,5: Making photos of food / honger krijgen,,0,['drink'],"['drink', 'tea']",0.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1332,Ik drink cola op mijn avatar,5: Making photos of food / honger krijgen,4.4,1,"['drink', 'cola']","['drink', 'cola', 'avatar']",0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,5
1366,Weet nie moet nog melken,5: Making photos of food / honger krijgen,3.6,0,['melk'],"['wet', 'nie', 'melk']",0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1367,Moet melken,5: Making photos of food / honger krijgen,3.6,0,['melk'],['melk'],0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1395,Over als kinderen uit je klas energie drankjes drinken dat ik dat ook doe,5: Making photos of food / honger krijgen,,0,"['drink', 'drankjes']","['kinder', 'klas', 'energie', 'drankjes', 'drink', 'doe']",0.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1405,Hahahah bier,5: Making photos of food / honger krijgen,,0,['bier'],"['hahahah', 'bier']",0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1417,K had weer vragen over wat ik Drink,5: Making photos of food / honger krijgen,,0,['drink'],"['wer', 'vrag', 'drink']",0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1418,Is Rome ziek of Merthe p.s. weet nie hoe je dat schrijft hahaha,5: Making photos of food / honger krijgen,4.0,0,['rom'],"['rom', 'ziek', 'merth', 'wet', 'nie', 'schrijft', 'hahaha']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.65,0.0,0.0,1.0,0.0,0.0,5
1429,We hebben wel afgesproken om in de kantine te gaan drinken,5: Making photos of food / honger krijgen,,0,['drink'],"['we', 'wel', 'afgesprok', 'kantin', 'gan', 'drink']",0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1435,Melk bedoel  ik,5: Making photos of food / honger krijgen,3.6,0,['melk'],"['melk', 'bedoel']",0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1454,Ik had het zelfde als lise-lotte ik heb vragen gekregen Zoals vriendinnen klas eten en drinken en bijna alles van Liselote had ik ook,5: Making photos of food / honger krijgen,,0,"['drink', 'eten']","['zelfd', 'lis', 'lot', 'vrag', 'gekreg', 'zoal', 'vriendinn', 'klas', 'eten', 'drink', 'bijna', 'liselot']",0.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1456,Ik hoef geen melk yaden,5: Making photos of food / honger krijgen,3.6,0,['melk'],"['hoef', 'melk', 'yad']",0.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1457,Over drinken sport vrienden en klasgenoten,5: Making photos of food / honger krijgen,,0,['drink'],"['drink', 'sport', 'vriend', 'klasgenot']",0.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1459,Ik ben bijde munt,5: Making photos of food / honger krijgen,3.8,0,['munt'],"['bijd', 'munt']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1460,De snackbar,5: Making photos of food / honger krijgen,,0,['snackbar'],['snackbar'],0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5
1462,Ovee drinken,5: Making photos of food / honger krijgen,,0,['drink'],"['ovee', 'drink']",0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1540,Thx ik zit nu in een restaurant in nijkerk,5: Making photos of food / honger krijgen,,0,['restaurant'],"['thx', 'zit', 'restaurant', 'nijkerk']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1552,Ik heb net cola gehaald,5: Making photos of food / honger krijgen,4.4,1,['cola'],"['net', 'cola', 'gehaald']",0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,1.0,1.0,0.0,0.0,5
1581,Jij bent ook mijn Favo-Rietje??????,5: Making photos of food / honger krijgen,,0,['rietj'],"['jij', 'bent', 'favo', 'rietj']",0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1588,Drink dan water,5: Making photos of food / honger krijgen,,0,['drink'],"['drink', 'water']",0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1606,Dat zit in de salade,5: Making photos of food / honger krijgen,1.8,0,['salad'],"['zit', 'salad']",0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1607,Drink jij water,5: Making photos of food / honger krijgen,,0,['drink'],"['drink', 'jij', 'water']",0.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1655,Ik ben ik ben ik ben ik ben ik ben ik ben Lheebroek ik ben ik ben ik ben ik ben ik ben ik ben ik ben ik ben ik ben ik ben ik ben ik ben ik ben ik ben Jip Ik ben ik ben ik ben chocolade Deep ik ben ik ben ik ben ik ben ik ben ik ben chocolade,5: Making photos of food / honger krijgen,5.0,0,"['chocolad', 'chocolad']","['lheebroek', 'jip', 'chocolad', 'dep', 'chocolad']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1681,Doe een glas water drinken,5: Making photos of food / honger krijgen,,0,['drink'],"['doe', 'glas', 'water', 'drink']",0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1682,Doe een heel glas water drinken,5: Making photos of food / honger krijgen,,0,['drink'],"['doe', 'hel', 'glas', 'water', 'drink']",0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,5
1686,Ik drink bier,5: Making photos of food / honger krijgen,,0,"['bier', 'drink']","['drink', 'bier']",0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1688,Durf jij een glas water en melk door elkaar te drinken,5: Making photos of food / honger krijgen,3.6,0,"['drink', 'melk']","['durf', 'jij', 'glas', 'water', 'melk', 'elkar', 'drink']",0.0,9.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1712,Ik neem mijn geluks munt mee,5: Making photos of food / honger krijgen,3.8,0,['munt'],"['nem', 'geluk', 'munt', 'mee']",0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1742,Kom pleasss we zijn aan het chillen met drinken,5: Making photos of food / honger krijgen,,0,['drink'],"['kom', 'pleas', 'we', 'chill', 'drink']",0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1746,jij bent mn favo rietje...jij ook...en jij ook..enz enz,5: Making photos of food / honger krijgen,,1,['rietj'],"['jij', 'bent', 'mn', 'favo', 'rietj', 'jij', 'jij', 'enz', 'enz']",0.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1768,We zijn aan het drinken roqi en ik,5: Making photos of food / honger krijgen,,0,['drink'],"['we', 'drink', 'roqi']",0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1771,Ja en jij andijvie toch,5: Making photos of food / honger krijgen,1.0,0,['andijvie'],"['jij', 'andijvie']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1778,Mjammie jam,5: Making photos of food / honger krijgen,4.0,0,"['jam', 'mjammie']","['mjammie', 'jam']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1786,Hallo melk,5: Making photos of food / honger krijgen,3.6,0,['melk'],"['hallo', 'melk']",0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1827,Ik zit in de keuken niks eigenlijk had net een danoontje gegeten,5: Making photos of food / honger krijgen,,0,['keuk'],"['zit', 'keuk', 'nik', 'eigen', 'net', 'danoontj', 'geget']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.275,0.0,0.0,1.0,0.0,0.0,5
1865,Kom zo doen met onze groep bij diner-show,5: Making photos of food / honger krijgen,,0,['diner'],"['kom', 'onz', 'groep', 'diner', 'show']",0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1892,Ga water drinken ,5: Making photos of food / honger krijgen,,0,['drink'],"['ga', 'water', 'drink']",1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5
1920,Ik kom net van baloe af en ik zit bij de snackbar mmmmm,5: Making photos of food / honger krijgen,,1,['snackbar'],"['kom', 'net', 'baloe', 'af', 'zit', 'snackbar', 'mm']",0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,1.0,0.0,1.0,0.0,0.0,5
1941,Ik drink genoeg water haha,5: Making photos of food / honger krijgen,,0,['drink'],"['drink', 'genoeg', 'water', 'haha']",0.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1946,Doe mij maar bier ieder kwartier sturen naar Gijs Oude Hengel,5: Making photos of food / honger krijgen,,0,['bier'],"['doe', 'bier', 'ieder', 'kwartier', 'stur', 'gijs', 'oud', 'hengel']",0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.32499999999999996,0.0,0.0,1.0,0.0,0.0,5
1947,Doe mij maar bier doe mee pas moet je doen als lekker bier,5: Making photos of food / honger krijgen,,0,"['bier', 'bier']","['doe', 'bier', 'doe', 'mee', 'pas', 'lekker', 'bier']",0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.6,0.0,0.0,1.0,0.0,0.0,5
1948,Doe de bananen Shake,5: Making photos of food / honger krijgen,2.0,0,['banan'],"['doe', 'banan', 'shak']",0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1951,Wat doe je Wat doe je Ik weet het al Je doet bier drinken bier drinken bier drinken heel vaak heel vaak heel,5: Making photos of food / honger krijgen,,0,"['bier', 'bier', 'bier', 'drink', 'drink', 'drink']","['doe', 'doe', 'wet', 'doet', 'bier', 'drink', 'bier', 'drink', 'bier', 'drink', 'hel', 'vak', 'hel', 'vak', 'hel']",0.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,5
